doi;author;title;year;abstract;journal
10.1163/19606028-04702004;"Jianhong ZENG; Christoph ANDERL; Ann HEIRMAN";The formation of the k? ? and k? y? ?? constructions;2018;Abstract This paper aims to explain the formation of the k? and k? y? constructions in archaic Chinese. We analyze a number of examples from the pre-Qin era to refute previous hypotheses that the k? construction is formed by adding k? to a notional passive, fronting the object in an active sentence including k?, or solely by reanalysis. Subsequently, a verb-moving-backward hypothesis is proposed: k? is used in the underlying structure ‘V-O’ + k? to comment on an already known proposition ‘V-O’, then V is moved to the end to avoid the top-heavy problem. Similarly, this hypothesis also accounts for the k? y? construction: k? in the underlying structure ‘y?-X-V-Y’ + k? is to comment on the serial verb structure ‘y?-X-V-Y’, which is interchangeable with ‘X-y?-V-Y’ forming ‘X-y?-V-Y’ + k? where ‘y?-V-Y’ is moved after k? to avoid the top-heavy problem. Moreover, the “verb moving backward” hypothesis provides new insights into the formation process of similar constructions (e.g., n?n ? ‘be difficult to V,’ y? ? ‘be easy to V,’ z? ? ‘be sufficient to V’ constructions) in ancient Chinese, as well as the study of tough constructions.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-04702005;Mathias JENNY;Grammatica essenziale della lingua thai, by Bunjarat, Songkran & Sabattini, Mario;2018;"""Grammatica essenziale della lingua thai, by Bunjarat, Songkran & Sabattini, Mario"" published on 10 Dec 2018 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-04702002;Alain PEYRAUBE;In Memoriam;2018;"""In Memoriam"" published on 10 Dec 2018 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-04701004;"Selin Grollmann; Pascal Gerber";Linguistic evidence for a closer relationship between Lhokpu and Dhimal;2018;Abstract Lhokpu is a hitherto undescribed and unclassified Trans-Himalayan language spoken by some 2,500 speakers in southwestern Bhutan. Fieldwork in 2015 now enables linguistic research on the language, including accounts on its phylogenetic position within the language family. This paper presents morphological, lexical, and phonological evidence for a closer phylogenetic relationship between Lhokpu and Dhimal (southeastern Nepal). Dhimal is conventionally grouped together with Toto under “Dhimalish.” We argue in this paper that the similarities between Lhokpu and Dhimal are equally profound and numerous, and that Lhokpu, Dhimal, and Toto are three closely related languages within the Trans-Himalayan family.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-04701002;Yezi Mu;The development of QIE ? in Medieval Chinese;2018;Abstract In Medieval Chinese, a new function of QIE as a marker of polite imperative started to appear, and its use gradually increased in frequency until the late Old Mandarin era. This paper proposes a possible path for the development of this function of QIE in Medieval Chinese, and suggests that it might have evolved from its use for transient situations with hortative modality. Moreover, contact with Indic languages via the translation of Buddhist texts in the Medieval Chinese era also seems to have facilitated the development of QIE from a temporal adverb to a marker of polite imperative.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-04701001;Baiyao Zuo;Diff?rentes natures des marques n?gatives redondantes en chinois mandarin;2018;R?sum? Les marques n?gatives redondantes apparaissent dans des structures propositionnelles et des expressions adjectivales et adverbiales en chinois. Bien qu’?elles soient ?tudi?es depuis longtemps, les diff?rences de leurs natures n’?ont pas ?t? indiqu?es par les recherches ant?rieures. Cet article a analys? les productions des structures propositionnelles, comme ch?di?n m?i … (??? … «?s’?en falloir de peu que NEG?»), et des expressions adjectivales ou adverbiales h?o b? (?? «?tr?s NEG?») + Adj et b?y?o t?i (??? «?NEG tr?s?») + Adj. A travers cette analyse, trois m?canismes diff?rents de production, ? savoir l’?int?gration conceptuelle des constructions, l’?ironie (la n?gation m?taconceptuelle) et la n?gation m?talinguistique, ont ?t? trouv?s pour expliquer les diff?rentes natures des marques n?gatives redondantes.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-04701003;Alexander Vovin;Proto-K(r)adai ‘hand’, ‘eye’, and ‘bird’ revisited;2018;Abstract This article revisits the traditional comparisons for K(r)adai and Austronesian ‘hand’, ‘eye’, and ‘bird’. In the case of ‘hand’ it attempts to improve the comparison by offering an unorthodox solution for Proto-K(r)adai reconstruction that, in my opinion, should be *lima, virtually identical to proto-Austronesian. It also provides additional evidence for reconstructing ‘eye’ and ‘bird’ as disyllabic words in K(r)adai, showing that these two were also very close to (with minor differences) to proto-Austronesian. Although these facts alone cannot be used as ultimate proof of K(r)adai and Austronesian genetic relationship, I believe that they constitute a further step in refining the arguments in this direction.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-04602001;"?? ?; Min-hua CHIANG";The comparison of inequality in Hakka and some related issues – ????????????;2017;"This article explores the comparison of inequality in Hakka, the investigation of which includes data collected from fieldwork in Taiwan, dialectal materials, and early Hakka missionary documents. What is in common in the comparison of inequality in Hakka is the coexistence of two word orders, while the diversities are represented in the predicates occurred in the ‘exceed’ type of comparative, and the lexical forms of comparative degree marker. Three issues are discussed in this article: (i) the type of comparative indigenous to Hakka; (ii) the causes of double comparative marker; (iii) the semantic evolutions of the comparative degree marker ‘GUO’.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-04602003;Mark J. ALVES;Does Vietnamese have evidence for OC *-r?;2017;Specialists in Chinese historical phonology have claimed that some Vietnamese words with final /-j/ come from Old Chinese words with final *-r. This is reasonable to speculate as Proto-Austroasiatic finals *-r and *-l became final /-j/ in Vietnamese, parallel to the case in Sinitic. However, these Vietnamese words offer little evidence for OC *-r. Vietnamese did borrow a number of Late Old Chinese or Early Middle Chinese words reconstructed with final *-r after *-r merged with *-n in Eastern Han or later, and thus these words also have /-n/ in Vietnamese. Several other Vietnamese words with final /-j/ which are possibly from Old Chinese words having *-r were borrowed earlier in the BCE period, likely before large migrations of Sinitic speakers arrived. Those words include verbs and an adjective, words less likely than nouns to be borrowed without large bilingual communities. The small number of words and general uncertainty suggests some Vietnamese words with /-j/ purportedly from Old Chinese words with *-r may be chance similarities. Few are probable Chinese loanwords from that period.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-04602004;Julie LEFORT;Contact-induced change in the Dongxiang language;2017;Dongxiang is a Mongolic language from a peripheral linguistic branch mainly spoken by 300,000 speakers in Southeast Gansu in the People’s Republic of China. The Dongxiang language has been particularly influenced by the neighboring Chinese variety of Linxia, which has induced important changes on the phonological and lexical systems, while causing only a few changes on the syntactic level. In this paper I will discuss the emerging category of classifiers in the Dongxiang language by comparing different sources available. I will show that, even though measure words are present in all Mongolic languages, the use of classifiers is rare and has been induced by language contacts with Chinese. I will describe the different types of classifiers, borrowed or calqued, and will discuss in particular the use and functions of the classifier kozi. This classifier seems to have appeared quite recently and its origin is uncertain. I will show that it cannot be considered as a lexical item, as it does not always carry the semantic meaning of its Chinese counterpart, and cannot be identified as a structural borrowing either, as its syntactic functions are still unclear.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-04602002;John KUPCHIK;The role of contact in the origins of the Japanese and Korean languages, written by J. Marshall Unger;2017;"""The role of contact in the origins of the Japanese and Korean languages, written by J. Marshall Unger"" published on 01 Jan 2017 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-04601001;"Jiayin GAO; Pierre HALL?";Phonetic and phonological properties of tones in Shanghai Chinese;2017;This study investigates the relations between tone, voicing, and voice quality in modern Shanghai Chinese. In low tone syllables, word-initial obstruent onsets are traditionally described as voiceless and breathy, and sonorant onsets as voiced and breathy. Our study is based on acoustic and electroglottographic (EGG) data from speakers of two age groups (20–30 vs. 60–80 years). Our results are globally in line with previous studies, but with notable differences. In low tone syllables, while word-initial stops are phonetically voiceless most of the time, fricatives are quite often phonetically voiced. While low tone obstruent onsets are followed by breathier vowels than high tone onsets, this pattern is not clear-cut for nasal onsets. Furthermore, our transversal data show that low tone breathiness is more systematically produced by elderly – especially male – speakers, rather than young speakers, suggesting an on-going change towards the loss of breathiness.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
